,da_name,lat_name,eng_name,group_name,class_name,order_name,family_name,text
83,Liljekonval,Convallaria majalis,Bird-in-a-bush,Urter,Enkimbladet,Aspargesordenen,Konvalfamilien,"Liljekonval er almindelig i det meste af Danmark, hvor den vokser i løvskove, nåleskove og på heder. Planten har en krybende jordstængel, og den breder sig nemt. Blade, blomster og frugter Lange lancetformede blade uden takker i randen. Op til 12 hvide, klokkeformede blomster, som hænger ned fra en blomsterstilk. Frugten er et rødt, giftigt bær med blå frø. Hvad bruges liljekonval til? Ud over at planten bruges som naturmedicin, anvendes liljekonvaller ofte i sæbe og kosmetik, fordi de indeholder duftstoffer."
84,Lind (Småbladet lind),Tilia cordata,Common lime,Træer,Tokimbladet,Løvfældende,Lindefamilien,"Lind findes kun hist og her i skovbryn og blandingsskove, fordi træet har været meget eftertragtet. Linden springer ud sidst i april eller først i maj, men blomstringen finder sted først i juli. Småbladet lind er et stort træ med en flot krone. I juli blomstrer den med hvide duftende blomster i små kvaste. Blade, blomster og frugter Bladene er skævt hjerteformede og savtakkede. Oversiden er glat og grøn, undersiden er grågrøn. Blomsterne er hvidgule. De sidder på en lang stilk, der vokser ud midt på et lille blad. Duften fra blomsterne tiltrækker insekter, som bestøver træet. Frugterne er små runde nødder. De sidder 3 – 4 stykker sammen. Det lille blad tørrer i løbet af sommeren, og det fungerer som en lille vinge, der sørger for, at frøene spredes med vinden.  "
85,Lugtløs kamille,Tripleurospermum inodorum,Mayweed,Urter,Tokimbladet,Kurvblomstordenen,Kurvblomstfamilien,"Lugtløs kamille er indført til Danmark, hvor den i dag er meget almindelig. Urten vokser over hele landet på marker, agerjord, strandbredder, i klitter, vejkanter og i det åbne kulturlandskab. Stængel og blade Lugtløs kamille er en opret og grenet urt med glatte, grønne stængler. Bladene er dobbelt eller flere gange fjernsitdelte med smalle og spidse bladflige.  Blomster og frugter Urtens blomster er samlet i kurve i enden af stænglerne. Kurvene består af 12-20 hvide, tungeformede randblomster samt talrige gule skiveblomster. Lugtløs kamilles frugt er en lille og let nød med et frø, der spredes med vinden. Hver plante danner rigtig mange frugter."
86,Lysesiv,Juncus effusus,Soft rush,Græsser og siv,Enkimbladet,Sivordenen,Sivfamilien,"Lysesiv er meget almindelig og hyppig i hele Danmark. Planten vokser på fugtig og våd jordbund i enge, i moser, grøfter og ved søbredder. Sivene vokser i tætte, runde tuer. Blade og stængler Lysesiv har høje, tynde og glatte stængler. Sivplanten har desuden et langt, trindt støtteblad, som sidder i forlængelse af stænglen og blomsterstanden. Planten er græsgrøn. Blomster og frugter I enden af stænglen (og ved basis af støtte- bladet) har planten nogle små, brune blomster, der sidder i en udbredt halvskærm eller top. Lysesiv har desuden en 3-rummet kapsel med små frø, som spredes, ved at klæbe fast på dyr."
87,Lægekokleare,Cochlearia officinalis,Common scurvygrass,Urter,Tokimbladet,Læbeblomstordenen,Vejbredfamilien,"Lægekokleare er almindelig ved de danske kyster, hvor urten vokser på opskyllet tang og mellem sten på strandbredder, på strandenge og kystklipper. Stængel og blade Lægekoklearens stængel er opret og grenet med ustilkede, ægformede stængelblade med tandet bladrand. Nederst på planten er der desuden en roset af langstilkede, skeformede grundblade. Blomster og frugter Urtens blomster er hvide med 4 kronblade og 6 støvblade. Blomsterne er samlet i klaser. Lægekoklearens frugt er en kuglerund eller ægformet skulpe med 4-8 frø. Skulpens klapper og frø falder af planten, når skulperne er modne. Planten dør efter frøsætningen."
88,Lærk,Larix decidua/Larix leptolpis,European larch/Japanese larch,Træer,Tokimbladet,Granordenen,Granfamilien,"I Danmark findes to arter af lærk, en europæisk og en japansk samt krydsninger mellem de to arter. På unge træer er barken grålig. Når træet er omkring 20 år gammelt, dannes en kraftig skorpebark. Nåle, blomster og frugter I modsætning til de fleste andre nåletræer taber lærken sine nåle hvert efterår. De bløde nåle sidder sammen i små knipper. Blomstringen finder sted allerede i slutningen af april. Hos europæisk lærk er kogleskællene meget små og grønne eller svagt rødlige. De sidder tæt sammen. Hos den japanske lærk bøjer kogleskællene udad i spidsen og er bølgede i randen."
89,Løgkarse,Alliaria petiolata,Garlic Mustard,Urter,Tokimbladet,Korsblomstordenen,Korsblomstfamilien,"  Løgkarse er en 2-årig plante, som vokser på god muldjord i løvskove og krat i hele Danmark. Løgkarse blomstrer i maj-juni. Den kendes især på bladenes kraftige lugt af løg. Blade, blomster og frugter Bladene er hjerte-formede med store takker. Nederst ved roden har løgkarse en krans af nyreformede blade med lange stilke. Hver blomst har 4 hvide kronblade. De sidder to og to over for hinanden, så de danner et lille kors. Løgkarse tiltrækker kålsommerfugle, som lægger æg på bladene.  "
90,Lådden dueurt,Epilobium hirsutum,Great willowherb,Urter,Tokimbladet,Myrteordenen,Natlysfamilien,"Lådden dueurt er almindelig i hele Danmark, dog med undtagelse af Vestjylland. Urten vokser i grøfter, moser, kildevæld, langs vandløb og ved sø- og åbredder. Dueurten vokser desuden ofte i tætte bestande i rørsumpe. Stængel og blade Lådden dueurt er en kraftig plante med en lådden, opret stængel. Bladene er lådne og lancetformede med en savtakket kant. De sidder parvis modsat (overfor hinanden). Blomster Dueurtens blomster er rosenrøde eller lilla og består af 4 kronblade samt en aflang og forlænget blomsterbund, der ligner en stilk. Blomsterne sidder i klaser og bestøves især af bier."
91,Majblomst,Maianthemum bifolium,May Lily,Urter,Enkimbladet,Aspargesordenen,Konvalfamilien,"Majblomt er en lille urt, som især vokser på næringsfattig jordbund og gerne i halvskygge. Den findes både i løvskove og nåleskove, på heder og i krat. Planten danner ofte et tæt bunddække, fordi den har lange, krybende jordstængler. Blade Majblomst har to hjerteformede blade med hel rand samt et lille aflangt blad, der sidder nederst på stænglen. Frugter og blomster Hvide blomster med 4 kronblade. Frugten er først et rødprikket bær, men senere bliver det helt rødt. Inde i bærret sidder et frø.  "
92,Marehalm,Leymus arenarius,Lyme grass,Græsser og siv,Enkimbladet,Græsordenen,Græsfamilien,"Marehalm er en almindelig græsart ved kyster og strande. Planten forekommer mere sjældent inde i landet. Marehalm vokser vildt i klitter og på strandbredder med sand, sten og grus. Blade og stængel Bladene er 8-15 mm brede, blågrønne, flade og ret ru med grove strenge eller ribber. Bladspidsen er stiv og stikkende. Stænglen er blågrøn og hul indeni. Planten er opret med ret kraftige og stive strå. Den danner ofte tætte bevoksninger. Blomster Marehalm bærer et tykt aks, der er sammensat af flere mindre småaks med 3-4 blomster i hver. Akset sidder i spidsen af stænglerne og kan blive op til 30 cm langt."
93,Milturt,Chrysosplénium alternifólium,Alternate-leaved Golden-saxifrage,Urter,Tokimbladet,Rosenordenen,Stenbrækfamilien,"  Milturt vokser i løvskove samt ved fugtige bredder og i moser og enge. Planten breder sig med krybende jordstængler, og den kan danne tætte tæpper. Milturt trives godt på skyggefulde, kølige steder. Blade Små nyreformede blade med rundtakket bladrand. Bladene sidder på en lang stilk. Frugter og blomster De små gule blomster har 4 kronblade. De er placerede i små kvaste. Støttebladene under blomsterne er også gule."
94,Mosebølle,Vaccinium uliginosum,Bog bilberry,Buske,Tokimbladet,Løvfældende,Lyngfamilien,"Mosebølle er en lav, dværgbusk, der vokser på fugtig bund i moser, på heder og i skove. Planten er ret almindelig i det nordvestlige Jylland, men den findes mere sjældent i resten af landet. Mosebølle breder sig med underjordiske udløbere og danner ofte tætte krat. Grenene er brune. Blade, blomster og frugter Bladene er 10-25 mm. lange med et fint netmønster. Bladene er desuden blågrønne, helrandede og kan have et rødbrunt skær ved kanten. Blomsterne er hvide, lyserøde eller røde og krukkeformede med en lang stilk. Bærrene er blåduggede og let aflange. Bærre ne hænger alene eller ganske få sammen."
95,Mosepors,Myrica gale,Myrica gale,Buske,Tokimbladet,Løvfældende,Porsfamilien,"Mosepors er ret almindelig i Midt-, Nord- og Vestjylland, men forekommer mere spredt og sjældent i resten af landet. Planten vokser normalt på fugtig bund i moser, på heder samt ved grøfter, bække og søbredder. Den breder sig med underjordiske udløbere fra stænglen og danner ofte tætte, lave krat. Blade, blomster og frugter Mosepors er en busk med grågrønne blade og oprette raklerne og grene. Hanplanterne har gule rakler og blomster med 4-6 støvblade hver. Hunplanternes rakler består af blomster med lyserøde støvfang. Raklerne sidder i toppen af skuddene. Frugterne er fyldt med luft og kan derfor flyde. De spredes med vandet."
96,Navr,Acer campestre,Field maple,Træer,Tokimbladet,Løvfældende,Ahornfamilien,"Navr er et mellemstort træ. Fritstående navr-træer kan udvikle en bred krone. De unge grene er grønne, men senere får de lysebrune længdestriber og et tykt barklag. Blade, blomster og frugter Bladene er lappede med små hår på undersiden. Hvis man brækker bladstilken over, siver lidt mælkesaft ud. Bladene springer ud i begyndelsen af maj, og om efteråret bliver de gule. Navr blomstrer i slutningen af maj, kort efter at bladene er sprunget ud. Blomsterne kan både være han og hun - der er dog flest hanblomster. Blomsterne er små, men alligevel producerer de store mængder nektar. De bestøves af insekter. Frugterne består af to sammenhængende nødder med vinger. Vingerne sidder næsten lige over for hinanden. Frugterne modnes i oktober/november."
97,Nikkende flitteraks,Melica nutans,Mountain Melick,Græsser og siv,Enkimbladet,Græsordenen,Græsfamilien,"Nikkende flitteraks er almindelig i de østlige egne i Danmark. Flitteraks er flerårige græsser med krybende jordstængler, hvorfra der vokser lodrette skud, som bærer blomster og frø. Blade Bladene hos nikkende flitteraks er mørkegrønne og flade. Frugter og blomster Småaksene har to blomster med rødbrune avner omkring. Den øverste blomst omdannes til det næringsrige vedhæng på frøet. Blomsterne på småaksene hænger ned fra stænglen."
98,Nordmannsgran,Abies normanniana,Common lime,Træer,Tokimbladet,Granordenen,Granfamilien,"Nordmannsgran er meget almindelig - især som juletræ. Der er plantet omkring 28.000 ha med nordmannsgran i Danmark. Det svarer til knap 6 % af skovarealet. Nordmannsgran dyrkes især i plantager med juletræer eller pyntegrønt. Nåle, blomster og frugter Nålene er 2 – 3 cm lange, mørkegrønne og blanke. De har to hvide striber på undersiden. Nålene er placeret, så de danner en lille hvælving hen over grenen.  Hunblomsterne sidder på oversiden af grenen i spidsen af sidste års skud. Hanblomsterne sidder mange sammen på undersiden. Hunblomsterne springer ud først. Når de er blevet bestøvet af pollen fra andre træer, springer hanblomsterne ud. Koglerne står lodret op fra grenene. De er lidt tøndeformede. Når en kogle er helt moden, falder den fra hinanden, og frøene spredes med vinden."
99,Palmetang,Laminaria hyperborea,Oarweed,Alger,Brunalger,Laminariales,Laminariaceae,"Palmetang er en af de tre danske arter af bladtang. De andre to er sukkertang og fingertang. Palmetang findes i Danmark i de nordligste farvande og vokser på større dybder end de to andre arter af bladtang. Kendetegn Palmetang er en stor tangplante. Den har ligesom fingertang en fingerdelt bladplade og en lang stilk. Hos palmetang bliver den stive, ru bladstilk 2-3 m lang. Den er kegleformet og tykkest forneden, hvorimod stilken ved fingertang har en jævn tykkelse. Desuden har bladtang nogle hæfterødder på stilken, som fastholder planten på sten og muslingeskaller."
100,Pindsvineknop (Grenet),Sparganium erectum,Branched bur-reed,Græsser og siv,Enkimbladet,Dunhammer,Pindsvineknop,"Grenet pindsvineknop er ret almindelig og findes spredt i det meste af Danmark. Planten vokser på bredden eller på lavt vand i småsøer, vandløb, moser, damme, grøfter og åer samt på sumpede enge. Blade og stængler Plantens stængler er kraftige, oprette, grønne og glatte. Bladende er ligeledes grønne, ret lange, smalle og oprette. De kan også flyde. Blomster Pindesvineknoppens blomsterstand sidder i enden af stænglerne. Blomsterstanden består af nogle grene med store, hunlige og grønne blomsterhoveder samt mindre, hanlige og mørke blomsterhoveder."
101,Ramsløg,Állium ursínum,Ramsons,Urter,Enkimbladet,Aspargesordenen,Løgfamilien,"Ramsløg er en flerårig løgplante, der spirer tidligt om foråret. Den trives bedst i løvskove, hvor den ofte kan dække hele skovbunden. Blade På den trekantede stængel sidder to langstilkede blade. Frugter og blomster De hvide blomster sidder i en lille skærm øverst på en stængel. Blomsterne har 5 kronblade. Frugterne består af kapsler med mange små, sorte frø. Hvad bruges ramsløg til? Bladene kan spises, og de smager stærkere end hvidløg. De kan anvendes som krydderi eller i salater."
102,Rynket rose (hybenrose),Rosa rugosa,Sea Rose,Buske,Tokimbladet,Løvfældende,Rosenfamilien,"Hybenrose eller rynket rose er almindelig i klitter, på strandbredder, strandenge og i levende hegn. Planten er ikke naturligt forekommende i Danmark, men indført til landet. Den er meget hårdfør og tåler salt, meget sandet jord samt kraftig blæst. Kendetegn Rosens græsgrønne blade er glatte på oversiden og klæbrige og hårede på undersiden. Der er torne på grenene. Busken danner ofte høje og tætte krat, og blomsterne dufter ret kraftigt. Blomster og frugter Blomsten er rød, pink eller hvid med fem, frie og rynkede kronblade. Hybenet er orangerødt med 5 store bægerblade i toppen og nødder indeni (se frugt). Hybenet modnes om efteråret."
103,Rødel,Alnus glutinosa,Common alder,Træer,Tokimbladet,Løvfældende,Birkefamilien,"Rødel kan tåle at stå meget vådt. De danner tit lange rødder, som skyder ud fra stammen og støtter træet. Rødel findes især langs bække, åer, søer eller i moser. Kronen starter næsten nede ved jorden hos unge træer. Gamle træer danner en krone højt oppe. Blade, blomster og frugter Bladene har ingen spids. De er runde og glatte med en fint takket kant. Mørkegrønne på oversiden og lysegrønne på undersiden.  Bladene er stadig grønne, når de falder af træet om efteråret. Hanblomsterne sidder mange sammen i aflange rakler. Når hunblomsterne, som også sidder i rakler, er bestøvede, udvikler de sig til små kogler. Næste forår falder frøene ud. Hvert frø er en lille flad rødbrun nød, som kan flyde på vand. De spredes med vand i åer og bække.  "
104,Rødgran,Picea abies,Norway spruce/Whitewood,Træer,Tokimbladet,Granordenen,Granfamilien,"Rødgran er en af vore vigtigste træarter, især i Vestjylland. Rødgran vokser meget hurtigt, men når træet bliver 40 – 45 år går væksten i stå. Rødgranen blomstrer først, når den er omkring 35 år gammel. Rødgran kan normalt blive omkring 100 år gammel i Danmark. Nåle, blomster og frugter Nålene er ensfarvede mørkegrønne og ens på alle sider. I tværsnit er de firkantede. Rødgran har både han- og hunblomster på samme træ. Hunblomsterne sidder i toppen af træet i røde blomsterstande, der ligner kogler. Hanblomsterne sidder længere nede i små røde blomsterstande. Hunblomsterne udvikles til kogler kogle, som hænger under grenene. Mellem koglernes skæl sidder frøene, som har små vinger. De spredes med vinden.  "
105,Rødkløver,Trifolium pratense,Red clover,Urter,Tokimbladet,Ærteblomstordenen,Ærteblomstfamilien,"Rødkløver er  meget almindelig i hele Danmark, hvor den vokser vildt på næringsrig jordbund på skrænter, langs veje, i grøfter og langs kysterne. Derudover dyrkes rødkløver som foderplante på kløvergræsmarker og enge. Stængel og blade Rødkløveren har en håret, opstigende stængel med langstilkede, 3-koblede blade. Hvert blad består af 3 småblade, som er ovale og har en lys halvmåne eller et lyst V på oversiden. Blomster og frugter Plantens blomster er små med en rødlig eller violet ærteformet krone. Blomsterne er samlet i tætte, kugleformede hoveder og bestøves af honningbier og andre insekter, der kan nå nektaren i blomsternes dybe kronrør. Urtens frugt er desuden en lille bælg med et frø."
106,Rødknæ,Rumex acetosella,Sorrel,Urter,Tokimbladet,Pileurtordenen,Syrefamilien,"Rødknæ er vidt udbredt og meget almindelig urt i Danmark, hvor den vokser på heder, marker, tørre enge, langs veje, på sandkyster og i klitter. Planten breder sig ved rodskud og med frø. Stængel og blade Urtens stængel er opret med tynde forgreninger fra midten og opefter. Bladene er lancetform- ede med to opadbøjede flige eller ""modhager"". Bladene kaldes derfor også spydformede. Blomster og frugter Hos rødknæ bærer hver enkelt plante enten han- eller hunblomster. Hanblomsterne har 6 støvblade, hvorimod hunblomsterne har 3 støvfang. Blomsterne sidder desuden i små, adskilte kranse på lange, grenede stilke. Urtens frugt er en 1-1,5 mm stor, brun og skinnende nød med 1 frø."
107,Røn (almindelig),Sorbus aucupatia,Rowan tree,Træer,Tokimbladet,Løvfældende,Rosenfamilien,"Almindelig røn er et meget hårdført træ, som trives i både vind, kulde og dårlig jord. Træet vokser dog bedst, hvor det får tilstrækkeligt med lys, fx i hegn og skovbryn eller i det åbne land. Træet har ofte flere stammer, som forgrenes ligesom en busk. Bladknopperne er store, hårede og sorte. Blade, blomster og frugter Rønnetræet har 6-8 par småblade på stilken og et enkelt blad i spidsen. Om foråret blomstrer rønnen med hvide blomster i store skærme. De røde rønnebær modnes i løbet af efteråret, og de bliver siddende på træet efter at bladene er faldet af. Blomsterne sidder i store kærme. Blomstringen begynder i maj. Frugterne er store orangerøde bær, som har en besk smag. De modnes i september."
108,Rørgræs,Phalaris arundinacea,Reed canarygrass,Græsser og siv,Enkimbladet,Græsordenen,Græsfamilien,"Rørgræs er en meget almindelig sumpgræs, der findes i hele Danmark. Planten vokser på fugtig jordbund ved bredden af vandløb, åer, moser, grøfter og søer eller i lavt vand. Rørgræs kan danne meget tætte bestande. Blade og stængler Plantens stængler eller strå er oprette, glatte og stive. Bladene er grønne, flade og ru på over- fladen. Bladspidsen er desuden tilspidset. Blomster I enden af stænglerne har rørgræs en rødlig eller violet blomstertop. Blomstertoppen eller dusken er rigt blomstret. Den er kun åben eller udbredt under blomstringen. Blomsterdusken består af småaks, som hver har en blomst."
109,Seljepil,Salix caprea,Goat willow,Træer,Tokimbladet,Løvfældende,Pilefamilien,"Seljepil er den største danske pileart. Den vokser især på fugtig, næringsrig muld og tåler både vind og frost. Seljepil er almindelig i skovbryn, i krat, langs veje og som levende hegn. Seljepil formerer sig let ved frø og rodskud. Seljepil kan danne fritstående træer, men som regel er seljepil en flerstammet busk. Unge skud er hårede og grå. Ældre bark er furet. Blade, blomster og frugter Bladknopperne er ægformede og har et stort rødligt knopskæl. Bladene er ovale og hårede på undersiden. Seljepil blomstrer tidligt i marts før løvspring. Planten har både han- og hunblomster. Hanraklerne ses som `gæslinger´. Frøene har lange totter af frøuld. De modner i oktober, spredes nemt med vinden og spirer straks."
110,Sitkagran,Picea sitchensis,Sitka spruce,Træer,Tokimbladet,Granordenen,Granfamilien,"Sitkagran dyrkes i det meste af Danmark, særligt i Nord- og Vestjylland. Den er oprindelig indført fra Nordamerika til dyrkning i klit- og hedeplantager samt i læhegn. Træet trives på mager, ikke for tør bund i nåleskove og på heder. Sitkagran er et kegleformet, stedsegrønt nåletræ, der på afstand kan se blågråt ud. Nåle, kogler og bark Nålene er fladtrykte, 2-3 cm lange, stive og sylespidse med 2 hvide striber på den side, der vender nedad. Nålen er placeret på en tapformet nålepude, som bliver siddende på grenen, efter nålen er faldet af. Koglerne er lysebrune og er mellem 5-8 cm lange. De hænger og har fine bølgede, papirtynde kogleskæl. Ældre træer har gråbrun bark, der kan være afskallende. Hvad bruges sitkagran til? Veddet er sejt og let og anvendes blandt andet til tømmer, planker og til papirfremstilling."
111,Skovfyr,Pinus sylvestris,Scots pine/Redwood,Træer,Tokimbladet,Stedsegrønne,Granfamilien,"Skovfyr er et meget robust træ med en lang og tyk pælerod. Træet står godt fast i stormvejr. Unge skovfyr har en slank vækst med grene hele vejen rundt om stammen, men ældre trræer mister de nederste grene og danner en tæt og uregelmæssig krone. Skovfyr var et af de første træer, som indvandrede til Danmark efter den seneste istid. Nåle, blomster og frugter Skovfyr blomstrer sidst i maj. Hunblomsterne vokser ud fra spidsen af nye skud, hvor de danner små røde, runde blomsterstande. Hanblomsterne sidder længere nede på skuddet. De er gule og fyldt med blomsterstøv (pollen). Når hunblomsten er befrugtet med pollen fra en hanblomst, begynder en kogle at vokse frem. Den kan først sætte frø efter tre år."
112,Skovgaltetand,Stachys sylvatica,Hedge Woundwort,Urter,Tokimbladet,Læbeblomstordenen,Læbeblomstfamilien,"Skovgaltetand vokser i løvskove, moser og enge – og gerne i skygge. Skovgaltetand er mest almindelig i de østlige egne af Danmark. Planten kan danne tætte bestande på grund af sine underjordiske udløbere, især på næringsrig jordbund, hvor den ofte træffes sammen med brændenælder. Blade Langstilkede, hjerteformede blade med savtakket rand. Frugter og blomster Rosa, røde eller violette, læbeformede blomster, som står op fra planten i en blomsterstand."
113,Skovmærke,Galium odoratum,Woodrufft,Urter,Tokimbladet,Snokronede,Krapfamilien,"Findes i løvskove, hvor den kan danne tætte bestande. Planten er grøn til langt hen på vinteren. Skovmærke kan brede sig både med frø og med underjordiske udløbere. Blade Små lancetformere blade med hel rand. Bladene sidder i en krans rundt om stænglen. Frugter og blomster Tragtformede små hvide blomster med fire kronblade. Blomsterne sidder i små kvaste. Hvad bruges skovmærke til? Kan bruges som krydderurt til snaps. Tidligere blev tørrede skovmærker hængt i klædeskabe som middel mod møl i tøj. "
114,Skovstar,Carex sylvatica,Wood sedge,Græsser og siv,Enkimbladet,Halvgræsordenen,Halvgræsfamilien,"Skovstar er en flerårig græslignende urt. Den danner en tue med lange stængler og lange, slappe blade. Blade De enkelte blade er brede og har to rygninger på langs. Frugter og blomster Skovstar blomstrer i maj-juni, og de gule, smalle hanaks kommer først frem, hvorefter planten sætter de grønne hunaks. Blomsterne er meget små. Frøene er nødder. Hvad bruges skovstar til? Skovstar anvendes meget som bunddækkeplante i haver og parker."
115,Skovsyre,Oxalis acetosélla,Common Wood-sorrel,Urter,Tokimbladet,Surkløverordenen,Surkløverfamilien,"Skovsyre vokser i løvskove og nåleskove i hele Danmark. Skovsyre tåler skygge. Skovsyre findes ofte på steder, hvor jorden er for næringsfattig til anemoner og skovmærker, som ellers ville brede sig i stedet. Blade Små hjerteformede blade, der sidder sammen som kløver. Bladene smager syrligt. Frugter og blomster Blomsterne er hvide eller lyslilla med rødviolette striber. De sidder på lange, tynde stilke. Blomsterne har 5 kronblade. Frugten er en lysegrøn kapsel, hvorfra frøene slynges ud.  "
116,Skovviol,Viola reichenbachiana,Early Dog-Violet,Urter,Tokimbladet,Violordenen,Violfamilien,Skovviol vokser i løvskove og på græsland. Bladene er hjerte- eller nyreformede og sidder i en roset og på stænglerne. Den lugtløse blomst er meget lys blå. Blade Hele hjerteformede eller nyreformede blade. Bladranden er rundtakket. Frugter og blomster De violette eller blå blomster har 5 kronblade. Frøene spredes med myrer. Hvad bruges skovvioler til? De duftende violer bruges i parfume og kosmetik. Violer bruges fx også som pynt på kager.
117,Skovæble,Malus sylvestris,Crab Apple,Buske,Tokimbladet,Rosenordenen,Rosenfamilien,"Skovæble er en busk eller et lille træ med en kort stamme og tætte, krogede grene. Æblerne er små, gulgrønne, hårde og meget sure. Skovæble kaldes også skov-abild. Blomsterne er store, hvide eller lyserøde. Blade, blomster og frugter Bladene er ægformede, og bladranden savtakket. De hvid-røde blomster sidder i små buketter. I oldtiden spiste man skovæbler, men nu anvendes mest andre æblesorter. Skovæbler kan dog spises, hvis de koges eller opvarmes. De er meget syrlige og bruges mest til æblegele sammen med spiseæbler. Skovæbler er en vigtig føde for skovens vildt."
118,Skvalderkål,Aegopodium podagraria,Ground-Elder,Urter,Tokimbladet,Skærmplanteordenen,Skærmplantefamilien,"Skvalderkål er meget almindelig i hele Danmark. I skygge, danner planterne ikke blomster men formerer sig udelukkende ved underjordiske udløbere. Blade, blomster og frugter Bladene er savtakkede med lang, trekantet stilk. De hvide blomster sidder i skærme. Hver lille blomst har 5 kronblade. Frugten har to ægformede delfrugter. Hvad bruges skvalderkål til? Skvalderkål blev tidligere brugt som lægemiddel mod gigt. I vore dage spises friske skud fra skvalderkål ofte som salat. Blade og stængel kan anvendes til plantefarvning. Det giver grågrønne nuancer."
119,Slåen,Prunus spinosa,Blackthorn,Buske,Tokimbladet,Løvfældende,Rosenfamilien,"Slåen er en meget almindelig busk i Danmark, hvor den især findes i den østlige del af landet. Busken vokser i levende hegn, krat, skovbryn og på kystskrænter. Den kræver en del lys. Særlige kendetegn Slåen danner ofte store, tætte og næsten uigennemtrængelige krat. Planten har desuden stikkende grentorne og grågrønne blade, der er lysere på undersiden. Om foråret er busken dækket af de mange hvide blomster. Blomster og frugter Buskens blomster består af fem frie kronblade med mange gule støvknapper. Blomsterne hænger enkeltvis, men tæt. Stenfrugterne er runde og blåsorte. De modnes om efteråret og spises af mange dyr i løbet af vinteren."
120,Smalbladet kæruld,Eriophorum angustifolium,Common cottongrass,Græsser og siv,Tokimbladet,Halvgræsordenen,Halvgræsfamilien,"Smalbladet kæruld er almindelig i hele landet i områder med våd jordbund i grøfter, moser, tørvegrave, på enge og ved søbredder. Planten danner åbne bevoksninger og breder sig med underjordiske udløbere. Stængler, blade og blomster Plantens stængler er tynde og glatte og bladene er smalle og flade med trekantet spids. I enden af stænglerne sidder der en blomsterstand, som består af 3-6 aks med flere små blomster i hver. Frugter Når plantens frugter bliver modne, vokser de små blomsterhår og bliver op til 4 cm lange. Frugten, som er en meget lille trekantet nød, spredes med vinden ved hjælp af uldhårene."
121,Spidsløn,Acer platanoides,Norway maple,Træer,Tokimbladet,Løvfældende,Lønfamilien,"Spidsløn bliver 20-30 m højt. Det har en tæt krone. Spidsløn adskiller sig fra ahorn ved, at knopperne er rødlige, og at der er mælkesaft i bladstilkene. Spidsløn er et meget robust træ, der sjældent udsættes for sygdomme. Spidsløn kendes især på den tætte krone og på bladene med de spidse ender. Om efteråret har bladene stærke gule og orange farver. Blade, blomster og frugter Spidsløn har lappede blade med spidse ender. Unge skud og bladstilke indeholder mælkesaft. Bladene er hårede på undersiden. Bladenes høstfarve er smukt gul-orange. Spidsløn blomstrer i begyndelsen af maj, før løvspring. Kronen er fuld af gule blomster. Frugterne er en todelt vinget nød, som modnes i oktober.  "
122,Stinkende storkenæb,Geranium robertianum,Herb-Robert,Urter,Tokimbladet,Storkenæbordenen,Storkenæbfamilien,"Stinkende storkenæb findes især på fugtig og næringsrig jord i skove og krat. Stinkende storkenæb kendes på sin kvalme lugt, der har givet planten navn. Stinkende storkenæb er almindelig i løvskove og på strandbredder, især i den østlige del af Danmark. Blade, blomster og frugter Bladene er lysegrønne, delte i 3-5 flige. Stænglerne er mørkerøde og  hårede.Stinkende storkenæb blomstrer med rosenrøde blomster fra maj til september. Hvad bruges stinkende storkenæb til? I gamle dage blev stinkende storkenæb brugt til at holde utøj, fx lus borte. Planten er også blevet brugt til medicin."
123,Stor andemad,Spirodela polyrhiza,Greater duckweed,Urter,Tokimbladet,Storkenæbordenen,Storkenæbfamilien,"Stinkende storkenæb findes især på fugtig og næringsrig jord i skove og krat. Stinkende storkenæb kendes på sin kvalme lugt, der har givet planten navn. Stinkende storkenæb er almindelig i løvskove og på strandbredder, især i den østlige del af Danmark. Blade, blomster og frugter Bladene er lysegrønne, delte i 3-5 flige. Stænglerne er mørkerøde og  hårede.Stinkende storkenæb blomstrer med rosenrøde blomster fra maj til september. Hvad bruges stinkende storkenæb til? I gamle dage blev stinkende storkenæb brugt til at holde utøj, fx lus borte. Planten er også blevet brugt til medicin."
124,Stor fladstjerne,Stellaria holostea,Greater Stitchwort,Urter,Tokimbladet,Nellikeordenen,Nellikefamilien,"Stor Fladstjerne vokser på fugtig muldbund i løvskove og krat. De tynde stængler kryber hen ad jorden og af og til løftes de hvide blomster op over græsset. Stor fladstjerne træffes ofte i lyse skove, fx egeskove eller skovbryn. Blade, blomster frugter Bladene er 3-7 cm lange, smalle og spidse. De sidder over for hinanden to og to. Hver af de hvide blomster har 5 kronblade, men de er delte i midten, så der ser od som om, der er 10 kronblade. De kan ligne små stjerner. Kronbladene er meget lange. Frugten er en lille kapsel med små, brune frø. "
